"x"
"여심 사로 잡은 키스장인 남자배우는?"
"[디시人터뷰] BP라니아, 다시 Start a Fire"
"경찰 관련 사진과 내용을 올려주시기 바랍니다."
"[91]"
"[공지] 의무경찰 입대를 앞둔 꼬꼬마들을 위한 입대 가이드 북"
"[57]"
"[공지] 전의경 입대 희망자들을 위한 가이드 / Q&A"
"[13]"
"경기남부청 자경대다 질문받는다"
"[1]"
"대구청 시험"
"소단위 행정이다"
"[2]"
"구보 어떡하지"
"[2]"
"설 연휴 9일 남았는데 설특찌라시없어?"
"1종보통 지금따도"
"[2]"
"특박 찌라시가 현실로 이루어지지 않는 이유"
"안녕하새요 서울청에서 3번연속 최종추첨에서 탈락햇는데 좆같내요"
"[3]"
"2월9일 입대하는 애들 의경공익뿐이냐?"
"[3]"
"형님들 이 정도 스패이면 의경합격 가능합니까"
"[8]"
"경찰서 새록생기는데"
"[3]"
"행정 대원 어디 뽑는지 암??"
"휴가"
"[3]"
"와따시와 혼모노다 feat.10수"
"[2]"
"제주 서울"
"[1]"
"남양주 사는데 서울청 지원"
"[2]"
"의도치 않게 의경에 붙어버렸다...."
"[5]"
"의경  편의점에서 뭐사고있길래"
"[1]"
"이번 350차에 붙었으면 난 몇기인거냐"
"[2]"
"4수 끝에 일반 붙었다 개꾸르"
"[5]"
"자대배치"
"[8]"
"센징들은 그냥 서로 분열해서 싸우다 자멸할듯"
"[1]"
"대형면허 따면 경쟁률 낮다는거 다 구라였나보네;;"
"생각좀해봐라복무단축"
"[4]"
"조선처럼 군대 운영하면 선진국은 100% 입영거부하고 폭동 일어남"
"[1]"
"3월입대 앞두고 군대가서 쓸돈 천만원 모았다 ㅍㅌㅊ?"
"[6]"
"대형면허 특기 지방 경쟁률이 몇이냐??"
"[2]"
"여심 사로 잡은 키스장인 남자배우는?"
"[디시人터뷰] BP라니아, 다시 Start a Fire"
"자대배치받고 한두달만에 수능보러나가는거 가능한가요?"
"[12]"
"복무기간 단축하더라도 한 번에 안줄임"
"62기들은 감찰오면 머리자를거냐?"
"[4]"
"중간합격까지 하고나서 탈락하는건 순전히 추첨에서 떨어진건가?"
"[3]"
"올해 21살 이경이다"
"[2]"
"질문좀받아줘라 게이들아"
"[1]"
"이제5순데 계속칠까"
"[1]"
"의무좆방 질문받는다"
"[47]"
"2774 제한 그 이후 순기능과 역기능, 정기외박 랜덤시행에 대한 단상"
"[2]"
"부산청 1067기 핵짬찌가 질문받는다"
"[3]"
"서울청은 대형특기 경쟁률도 일반이랑 똑같다"
"[1]"
"???교양일지, 기수표 음어 외우게 하는게 악습이라고 ??"
"[4]"
"경찰이 가해자 편을 듭니다."
"[4]"
"지랄하네 버스기사로 평생 살 생각해봐라 존나 깝깝하지"
"[2]"
"꿀 타령 오질나게 하네 ㅉㅉ"
"[1]"
"진짜 개꿀은 면제야 이 새기들아"
"딴거 다 필요없고 진짜 꿀은"
"육군가서 수방사로 떨어지면 개꿀인데 뭘 모르네 "
"문재인이 되던 이재명이되던"
"[4]"
"육해공 의경 의방 중 제일 꿀을 가르쳐준다"
"[2]"
"서울 기동대 아니면 힘들다고 하지마라"
"지금 경기 감찰도는거 트루냐"
"[1]"
"대형면허는 어차피 따두면 좋음 강남면허시험장가면 17,000원만 내면됨"
"[2]"
"군대갈놈들 좀만 기다려라 문재인이 군생활 1년으로 줄여준댄다 "
"[9]"
"★ 범죄피해자 생명위해시도."
"특박글 싹들어갓네"
"[2]"
"경북청"
"[2]"
"시위막느라 하루종일서있으면 다리안아프나요?"
"[2]"
