"x"
"여심 사로 잡은 키스장인 남자배우는?"
"[디시人터뷰] BP라니아, 다시 Start a Fire"
"항공대학교에 관련된 사진과 내용을 올려주시기 바랍니다."
"[96]"
"통신이론 ㄱㅈㄱ 교수님 어때요? 시간표상 ㄱㅈㄱ교수님 밖에 안되는데..."
"[2]"
"교양글쓰기 ㅈㅈㄴ교수님어떰?"
"공학수학2 추천좀요 ㅠ"
"설곽 시발 항공대 한테도 개쳐발리는 애들 아니냐"
"[3]"
"항전정 4학년 종설 담기냐???"
"[7]"
"토익 준비한다고 돈도 많이 깨지고 했었는데"
"[2]"
"경영학원론 듣기전에 수학 해야하나요"
"[7]"
"2학년 15학점 ㅈ망????"
"[2]"
"시간표 ㅍㅌㅊ?"
"[1]"
"곽퀴 거르는법 = 제목에 ♥♥♥♥♥♥♥♥♥♥ 이거 혹은 ★★★★★★★★★"
"[3]"
"시간표 정상임 이게???"
"[11]"
"화전 고기천하 맛있네"
"[7]"
"컴구.   김ㅌㅎvs나ㅈㅎ. 2분만개설됨.."
"[1]"
"2월부터 토익수업들어요 ㅋㅋ 한달만에 끝내기 도전!!"
"너무헬인가..??"
"[7]"
"학고맞았는데 교수님에 따라서 부모상담 넘어가 주기도 함?"
"[2]"
"피자헛 피자 한판 값으로 두판 이벤트 하네여!ㅎㅎ "
"안녕하세요? 군 입대를 앞둔 전자공학과 1학년 입니다."
"[9]"
"아무것도 모르는 ㅄ이질문합니다 장바구니 관련"
"[1]"
"계절영표 성적언제나오나요"
"♥♥♥♥♥♥♥♥♥항공대 교물vs상명대 국교 어디가냐 ????"
"[13]"
"폰으로 수강신청해본 사람있음?"
"[2]"
"주식 거래명세서 볼 줄 아는 게이 있냐"
"[1]"
"택배상하차많이힘드냐???"
"[11]"
"강의평가도 공학인증 종정시 따로임?"
"항갤상태 왜이럼?"
"[1]"
"야 만약에 훌리 고소 진행되면 나도 같이 가자"
"항공전기전자시스템 뭐하는 과목?"
"[3]"
"입결인정할테니깐 제발 좀 꺼져"
"[2]"
"여심 사로 잡은 키스장인 남자배우는?"
"[디시人터뷰] BP라니아, 다시 Start a Fire"
"항공대 백분위 입결은 이것뿐"
"[6]"
"전공 필수 과목들은 계절학기 잘 열리나요??"
"[1]"
"전학기 성적 떔시 이번에 18밖에 못하는데 21로 바꾸는 방법없나요???"
"[3]"
"한다 나는 수강 2학년"
"[7]"
"앞으로 절대 문과꺼 안듣는다 ㅅㅂ.."
"[6]"
"계절 항교개"
"[3]"
"항뽕에 취한 바보들이 헛소리하는 입결을 제대로 알아보자"
"[20]"
"공학인증 수강상담 왜 기간종료냐"
"[1]"
"학교는 1주일에 한번 나가면 되는거임"
"재수강 신청은 어디서 하는거임?"
"하루 공강하는게 좋음?"
"[8]"
"1학년때는 학교에서 시간표정해줬는데"
"[4]"
"고닉과 이사부가 사라진 항갤은"
"[2]"
"항공대 다닌다고 하니까 그런 학교도 있냐고 무시당함"
"[4]"
"항우기/홍대 전자"
"[7]"
"사실 학식 맛없는 학교는 많음"
"2학년1학기 재수강과목 세개 들어야할거같은데 괜춘하냐"
"항공학개론 재수강하려하는데 교수님추천좀해주라"
"[2]"
"운항과가면??"
"[1]"
"와 내일이면 재수강 과목이 하나 더 생긴다"
"교양 좋은거 추천좀..."
"[1]"
"뮤지컬 a+이었던 사람"
"[1]"
"성적표 언제옴?"
"선배님들 항우기 3-1 도와주십쇼ㅜㅜ"
"[4]"
"교물에서 교환학생 갈 수 있음??"
"항우기 과사 직원분들 친절하시던데"
"[4]"
